country,year,gdpPercap,continent,lifeExp,pop
Afghanistan,1889,944,Asia,31.4,4580000
Afghanistan,1890,954,Asia,31.6,4600000
Afghanistan,1891,964,Asia,31.8,4620000
Afghanistan,1892,974,Asia,32,4650000
Afghanistan,1893,984,Asia,32.2,4670000
Afghanistan,1894,995,Asia,32.4,4690000
Afghanistan,1895,1000,Asia,32.5,4710000
Afghanistan,1896,1010,Asia,32.7,4740000
Afghanistan,1897,1020,Asia,32.9,4760000
Afghanistan,1898,1030,Asia,33.1,4790000
Afghanistan,1899,1040,Asia,33.3,4830000
Afghanistan,1900,1050,Asia,33.5,4880000
Afghanistan,1901,1060,Asia,33.7,4940000
Afghanistan,1902,1070,Asia,33.9,5.00E+06
Afghanistan,1903,1080,Asia,34.1,5060000
Afghanistan,1904,1080,Asia,34.3,5130000
Afghanistan,1905,1090,Asia,34.5,5200000
Afghanistan,1906,1100,Asia,34.7,5260000
Afghanistan,1907,1110,Asia,34.9,5330000
Afghanistan,1908,1110,Asia,35,5470000
Afghanistan,1909,1120,Asia,35.2,5680000
Afghanistan,1910,1130,Asia,35.4,5980000
Afghanistan,1911,1130,Asia,35.6,6360000
Afghanistan,1912,1140,Asia,35.8,6850000
Afghanistan,1913,1150,Asia,36,7370000
Afghanistan,1914,1160,Asia,36.2,7920000
Afghanistan,1915,1160,Asia,36.4,8520000
Afghanistan,1916,1170,Asia,36.6,9170000
Afghanistan,1917,1180,Asia,9.59,9880000
Afghanistan,1918,1180,Asia,36.9,10300000
Afghanistan,1919,1190,Asia,37.1,10600000
Afghanistan,1920,1200,Asia,37.3,10500000
Afghanistan,1921,1210,Asia,37.5,10300000
Afghanistan,1922,1220,Asia,37.7,9710000
Afghanistan,1923,1220,Asia,37.9,9200000
Afghanistan,1924,1230,Asia,38.1,8720000
Afghanistan,1925,1240,Asia,38.3,8260000
Afghanistan,1926,1240,Asia,38.4,7830000
Afghanistan,1927,1250,Asia,38.6,7420000
Afghanistan,1928,1260,Asia,38.8,7100000
Afghanistan,1929,1260,Asia,39,6870000
Afghanistan,1930,1270,Asia,39.2,6720000
Afghanistan,1931,1280,Asia,39.4,6640000
Afghanistan,1932,1280,Asia,39.6,6640000
Afghanistan,1933,1290,Asia,39.8,6640000
Afghanistan,1934,1290,Asia,39.9,6640000
Afghanistan,1935,1300,Asia,40.1,6640000
Afghanistan,1936,1300,Asia,40.3,6640000
Afghanistan,1937,1310,Asia,40.5,6640000
Afghanistan,1938,1310,Asia,40.7,6660000
Afghanistan,1939,1310,Asia,40.9,6700000
Afghanistan,1940,1320,Asia,41,6770000
Afghanistan,1941,1320,Asia,41.2,6850000
Afghanistan,1942,1320,Asia,41.4,6950000
Afghanistan,1943,1320,Asia,41.6,7060000
Afghanistan,1944,1330,Asia,41.8,7170000
Afghanistan,1945,1330,Asia,42,7280000
Afghanistan,1946,1330,Asia,42.2,7390000
Afghanistan,1947,1330,Asia,42.4,7500000
Afghanistan,1948,1330,Asia,42.5,7620000
Afghanistan,1949,1330,Asia,42.7,7750000
Afghanistan,1950,1350,Asia,42.9,7840000
Afghanistan,1951,1370,Asia,43.1,7940000
Afghanistan,1952,1430,Asia,43.5,8040000
Afghanistan,1953,1430,Asia,43.3,8150000
Afghanistan,1954,1430,Asia,43.9,8270000
Afghanistan,1955,1470,Asia,44.1,8400000
Afghanistan,1956,1440,Asia,44.3,8540000
Afghanistan,1957,1490,Asia,44.5,8680000
Afghanistan,1958,1500,Asia,44.7,8830000
Afghanistan,1959,1530,Asia,45,9.00E+06
Afghanistan,1960,1510,Asia,45.3,9170000
Afghanistan,1961,1500,Asia,45.5,9350000
Afghanistan,1962,1490,Asia,45.7,9540000
Afghanistan,1963,1490,Asia,45.9,9740000
Afghanistan,1964,1480,Asia,46.1,9960000
Afghanistan,1965,1460,Asia,46.3,10200000
Afghanistan,1966,1470,Asia,46.5,10400000
Afghanistan,1967,1480,Asia,46.7,10600000
Afghanistan,1968,1470,Asia,46.9,10900000
Afghanistan,1969,1460,Asia,47.1,11200000
Afghanistan,1970,1420,Asia,47.3,11500000
Afghanistan,1971,1160,Asia,47.3,11800000
Afghanistan,1972,1160,Asia,47.3,12100000
Afghanistan,1973,1200,Asia,47.4,12400000
Afghanistan,1974,1240,Asia,47.5,12700000
Afghanistan,1975,1270,Asia,47.7,12900000
Afghanistan,1976,1180,Asia,47.9,13200000
Afghanistan,1977,1230,Asia,46.4,13300000
Afghanistan,1978,1180,Asia,44.7,13400000
Afghanistan,1979,1170,Asia,43.7,13400000
Afghanistan,1980,1320,Asia,44.3,13200000
Afghanistan,1981,1460,Asia,44.1,12900000
Afghanistan,1982,1550,Asia,42.3,12500000
Afghanistan,1983,1540,Asia,39.9,12200000
Afghanistan,1984,1500,Asia,42,11900000
Afghanistan,1985,1550,Asia,43.3,11700000
Afghanistan,1986,1390,Asia,45.9,11600000
Afghanistan,1987,1270,Asia,48.5,11600000
Afghanistan,1988,1150,Asia,52.7,11900000
Afghanistan,1989,1110,Asia,53.8,12400000
Afghanistan,1990,1010,Asia,53.8,13300000
Afghanistan,1991,971,Asia,54.2,14500000
Afghanistan,1992,665,Asia,54.4,15800000
Afghanistan,1993,493,Asia,53.9,17100000
Afghanistan,1994,728,Asia,54.3,18100000
Afghanistan,1995,690,Asia,54.7,18900000
Afghanistan,1996,656,Asia,54.5,19400000
Afghanistan,1997,627,Asia,53.3,19700000
Afghanistan,1998,597,Asia,54.7,20200000
Afghanistan,1999,578,Asia,54.7,20800000
Afghanistan,2000,563,Asia,54.8,21600000
Afghanistan,2001,1190,Asia,55.5,22600000
Afghanistan,2002,1240,Asia,56.5,23700000
Afghanistan,2003,1200,Asia,57.1,24700000
Afghanistan,2004,1290,Asia,57.6,25700000
Afghanistan,2005,1320,Asia,58,26400000
Afghanistan,2006,1460,Asia,58.5,27100000
Afghanistan,2007,1480,Asia,59.2,27700000
Afghanistan,2008,1760,Asia,59.9,28400000
Afghanistan,2009,1960,Asia,60.5,29200000
Afghanistan,2010,1910,Asia,61,30100000
Afghanistan,2011,2080,Asia,61.4,31200000
Afghanistan,2012,2120,Asia,61.9,32300000
Afghanistan,2013,2100,Asia,61.9,33400000
Afghanistan,2014,2070,Asia,61.9,34400000
Afghanistan,2015,2060,Asia,62,35400000
Afghanistan,2016,2060,Asia,62.9,36300000
Afghanistan,2017,2030,Asia,62.7,37200000
Afghanistan,2018,2070,Asia,63.3,3.80E+07
Afghanistan,2019,1920,Asia,63.4,38900000
Afghanistan,2020,1950,Asia,64,39800000
Afghanistan,2021,1990,Asia,64.3,40800000
Afghanistan,2022,2040,Asia,64.6,41700000
Angola,1799,691,Africa,27,1570000
Angola,1800,693,Africa,27,1570000
Angola,1801,697,Africa,27,1570000
Angola,1802,700,Africa,27,1570000
Angola,1803,702,Africa,27,1570000
Angola,1804,705,Africa,27,1570000
Angola,1805,709,Africa,27,1570000
Angola,1806,712,Africa,27,1570000
Angola,1807,716,Africa,27,1570000
Angola,1808,718,Africa,27,1570000
Angola,1809,721,Africa,27,1570000
Angola,1810,724,Africa,27,1570000
Angola,1811,728,Africa,27,1570000
Angola,1812,731,Africa,27,1570000
Angola,1813,735,Africa,27,1570000
Angola,1814,738,Africa,27,1570000
Angola,1815,740,Africa,27,1570000
Angola,1816,743,Africa,27,1570000
Angola,1817,747,Africa,27,1570000
Angola,1818,750,Africa,27,1570000
Angola,1819,754,Africa,27,1580000
Angola,1820,754,Africa,27,1590000
Angola,1821,755,Africa,27,1610000
Angola,1822,756,Africa,27,1640000
Angola,1823,756,Africa,27,1660000
Angola,1824,757,Africa,27,1690000
Angola,1825,757,Africa,27,1710000
Angola,1826,758,Africa,27,1740000
Angola,1827,758,Africa,27,1760000
Angola,1828,759,Africa,27,1790000
Angola,1829,759,Africa,27,1810000
Angola,1830,761,Africa,27,1840000
Angola,1831,761,Africa,27,1870000
Angola,1832,762,Africa,27,1900000
Angola,1833,762,Africa,27,1920000
Angola,1834,762,Africa,27,1950000
Angola,1835,763,Africa,27,1980000
Angola,1836,763,Africa,27,2010000
Angola,1837,764,Africa,27,2040000
Angola,1838,765,Africa,27,2070000
Angola,1839,765,Africa,27,2100000
Angola,1840,765,Africa,27,2130000
Angola,1841,766,Africa,27,2160000
Angola,1842,767,Africa,27,2190000
Angola,1843,767,Africa,27,2230000
Angola,1844,767,Africa,27,2260000
Angola,1845,768,Africa,27,2290000
Angola,1846,768,Africa,27,2330000
Angola,1847,768,Africa,27,2360000
Angola,1848,769,Africa,27,2390000
Angola,1849,769,Africa,27,2420000
Angola,1850,770,Africa,27,2450000
Angola,1851,770,Africa,27,2470000
Angola,1852,770,Africa,27,2490000
Angola,1853,771,Africa,27,2510000
Angola,1854,771,Africa,27,2530000
Angola,1855,771,Africa,27,2550000
Angola,1856,771,Africa,27,2570000
Angola,1857,772,Africa,27,2600000
Angola,1858,772,Africa,27,2620000
Angola,1859,772,Africa,27,2640000
Angola,1860,772,Africa,27,2660000
Angola,1861,773,Africa,27,2680000
Angola,1862,772,Africa,27,2710000
Angola,1863,773,Africa,27,2730000
Angola,1864,773,Africa,27,2750000
Angola,1865,773,Africa,27,2780000
Angola,1866,774,Africa,27,2800000
Angola,1867,773,Africa,27,2820000
Angola,1868,774,Africa,27,2840000
Angola,1869,774,Africa,27,2870000
Angola,1870,774,Africa,27.2,2890000
Angola,1871,774,Africa,27.4,2910000
Angola,1872,774,Africa,27.6,2930000
Angola,1873,774,Africa,27.7,2940000
Angola,1874,774,Africa,27.9,2960000
Angola,1875,774,Africa,28.1,2980000
Angola,1876,774,Africa,28.3,3.00E+06
Angola,1877,774,Africa,28.5,3020000
Angola,1878,774,Africa,28.7,3040000
Angola,1879,774,Africa,28.9,3060000
Angola,1880,774,Africa,29.1,3080000
Angola,1881,774,Africa,29.3,3100000
Angola,1882,774,Africa,29.4,3120000
Angola,1883,774,Africa,29.6,3140000
Angola,1884,773,Africa,29.8,3160000
Angola,1885,773,Africa,30,3180000
Angola,1886,773,Africa,30.2,3200000
Angola,1887,773,Africa,30.4,3220000
Angola,1888,773,Africa,30.6,3230000
Angola,1889,773,Africa,30.8,3240000
Angola,1890,772,Africa,30.9,3240000
Angola,1891,772,Africa,31.1,3240000
Angola,1892,772,Africa,31.3,3230000
Angola,1893,771,Africa,31.5,3210000
Angola,1894,771,Africa,31.7,3200000
Angola,1895,771,Africa,31.9,3190000
Angola,1896,771,Africa,32.1,3180000
Angola,1897,771,Africa,32.3,3170000
Angola,1898,770,Africa,32.5,3150000
Angola,1899,770,Africa,32.6,3140000
Angola,1900,769,Africa,32.8,3120000
Angola,1901,769,Africa,33,3100000
Angola,1902,769,Africa,33.2,3080000
Angola,1903,768,Africa,33.4,3060000
Angola,1904,767,Africa,33.6,3040000
Angola,1905,767,Africa,33.8,3020000
Angola,1906,766,Africa,34,3.00E+06
Angola,1907,766,Africa,34.2,2980000
Angola,1908,766,Africa,34.4,2960000
Angola,1909,765,Africa,34.5,2950000
Angola,1910,765,Africa,34.7,2930000
Angola,1911,764,Africa,34.9,2920000
Angola,1912,763,Africa,35.1,2920000
Angola,1913,782,Africa,35.3,2910000
Angola,1914,801,Africa,35.5,2900000
Angola,1915,820,Africa,35.7,2890000
Angola,1916,840,Africa,35.9,2880000
Angola,1917,860,Africa,13.9,2870000
Angola,1918,881,Africa,36.2,2870000
Angola,1919,902,Africa,36.4,2880000
Angola,1920,926,Africa,36.6,2900000
Angola,1921,950,Africa,36.8,2940000
Angola,1922,975,Africa,37,2980000
Angola,1923,1000,Africa,37.2,3030000
Angola,1924,1030,Africa,37.4,3070000
Angola,1925,1050,Africa,37.6,3120000
Angola,1926,1080,Africa,37.8,3160000
Angola,1927,1110,Africa,37.9,3210000
Angola,1928,1140,Africa,38.1,3260000
Angola,1929,1170,Africa,38.3,3310000
Angola,1930,1200,Africa,38.5,3350000
Angola,1931,1230,Africa,38.7,3400000
Angola,1932,1260,Africa,38.9,3450000
Angola,1933,1290,Africa,39.1,3500000
Angola,1934,1330,Africa,39.3,3550000
Angola,1935,1360,Africa,39.5,3600000
Angola,1936,1390,Africa,39.6,3650000
Angola,1937,1430,Africa,39.8,3700000
Angola,1938,1470,Africa,40,3750000
Angola,1939,1500,Africa,40.2,3810000
Angola,1940,1540,Africa,40.7,3870000
Angola,1941,1580,Africa,41.3,3940000
Angola,1942,1620,Africa,41.8,4010000
Angola,1943,1660,Africa,42.3,4080000
Angola,1944,1700,Africa,42.9,4160000
Angola,1945,1750,Africa,43.4,4230000
Angola,1946,1790,Africa,43.9,4310000
Angola,1947,1840,Africa,44.5,4390000
Angola,1948,1880,Africa,45,4470000
Angola,1949,1930,Africa,45.6,4550000
Angola,1950,1970,Africa,45.6,4620000
Angola,1951,2020,Africa,45.6,4710000
Angola,1952,2070,Africa,45.6,4820000
Angola,1953,1980,Africa,45.6,4940000
Angola,1954,2110,Africa,45.5,5040000
Angola,1955,2040,Africa,45.7,5140000
Angola,1956,2190,Africa,45.8,5230000
Angola,1957,2280,Africa,45.9,5310000
Angola,1958,2250,Africa,46.1,5380000
Angola,1959,2300,Africa,46.3,5450000
Angola,1960,2560,Africa,44.8,5530000
Angola,1961,2450,Africa,45,5610000
Angola,1962,2530,Africa,45.2,5680000
Angola,1963,2770,Africa,45.4,5730000
Angola,1964,2930,Africa,45.6,5770000
Angola,1965,3040,Africa,45.8,5780000
Angola,1966,3170,Africa,46,5770000
Angola,1967,3070,Africa,46.2,5770000
Angola,1968,3100,Africa,46.4,5800000
Angola,1969,3240,Africa,46.6,5890000
Angola,1970,3170,Africa,46.8,6040000
Angola,1971,3140,Africa,47,6250000
Angola,1972,3280,Africa,47.2,6500000
Angola,1973,3140,Africa,47.4,6760000
Angola,1974,1970,Africa,47.5,7020000
Angola,1975,1750,Africa,47.5,7280000
Angola,1976,1730,Africa,47.7,7530000
Angola,1977,1760,Africa,47.8,7790000
Angola,1978,1760,Africa,48,8060000
Angola,1979,1760,Africa,48.1,8340000
Angola,1980,1690,Africa,48.2,8640000
Angola,1981,1580,Africa,48.2,8950000
Angola,1982,1480,Africa,48.2,9280000
Angola,1983,1450,Africa,48.4,9610000
Angola,1984,1430,Africa,48.6,9960000
Angola,1985,1270,Africa,48.6,10300000
Angola,1986,1390,Africa,48.6,10700000
Angola,1987,1560,Africa,48.6,11100000
Angola,1988,1560,Africa,49.4,11500000
Angola,1989,1590,Africa,49.7,11800000
Angola,1990,1650,Africa,50.3,12200000
Angola,1991,1600,Africa,50.3,12700000
Angola,1992,1240,Africa,49,13100000
Angola,1993,1290,Africa,50.3,13500000
Angola,1994,1520,Africa,51.2,13900000
Angola,1995,1760,Africa,51.7,14400000
Angola,1996,1940,Africa,51.6,14900000
Angola,1997,2080,Africa,50.6,15400000
Angola,1998,2190,Africa,51.9,15900000
Angola,1999,2320,Africa,52.8,16400000
Angola,2000,2490,Africa,53.4,16900000
Angola,2001,2900,Africa,54.5,17500000
Angola,2002,3120,Africa,55.1,18100000
Angola,2003,3520,Africa,55.5,18800000
Angola,2004,4270,Africa,56.4,19400000
Angola,2005,5560,Africa,57,20100000
Angola,2006,6920,Africa,58,20900000
Angola,2007,7820,Africa,58.8,21700000
Angola,2008,7750,Africa,59.5,22500000
Angola,2009,7690,Africa,60.2,23400000
Angola,2010,7680,Africa,60.8,24200000
Angola,2011,8040,Africa,61.4,25100000
Angola,2012,8140,Africa,62.1,2.60E+07
Angola,2013,8240,Africa,63,26900000
Angola,2014,8040,Africa,63.5,27900000
Angola,2015,7570,Africa,63.9,28800000
Angola,2016,7310,Africa,64.2,29800000
Angola,2017,6930,Africa,64.6,30800000
Angola,2018,6670,Africa,65.1,31800000
Angola,2019,6220,Africa,65.2,32900000
Angola,2020,6060,Africa,65.8,33900000
Angola,2021,6020,Africa,66.1,3.50E+07
Angola,2022,6050,Africa,66.4,36100000
Albania,1799,746,Europe,35.4,4.00E+05
Albania,1800,746,Europe,35.4,402000
Albania,1801,746,Europe,35.4,404000
Albania,1802,746,Europe,35.4,405000
Albania,1803,746,Europe,35.4,407000
Albania,1804,747,Europe,35.4,409000
Albania,1805,747,Europe,35.4,411000
Albania,1806,747,Europe,35.4,413000
Albania,1807,747,Europe,35.4,414000
Albania,1808,747,Europe,35.4,416000
Albania,1809,747,Europe,35.4,418000
Albania,1810,747,Europe,35.4,420000
Albania,1811,747,Europe,35.4,422000
Albania,1812,747,Europe,35.4,424000
Albania,1813,747,Europe,35.4,426000
Albania,1814,748,Europe,35.4,427000
Albania,1815,748,Europe,35.4,429000
Albania,1816,748,Europe,35.4,431000
Albania,1817,748,Europe,35.4,433000
Albania,1818,748,Europe,35.4,435000
Albania,1819,748,Europe,35.4,437000
Albania,1820,750,Europe,35.4,439000
Albania,1821,751,Europe,35.4,441000
Albania,1822,754,Europe,35.4,443000
Albania,1823,755,Europe,35.4,445000
Albania,1824,757,Europe,35.4,447000
Albania,1825,758,Europe,35.4,449000
Albania,1826,760,Europe,35.4,451000
Albania,1827,761,Europe,35.4,453000
Albania,1828,764,Europe,35.4,455000
Albania,1829,765,Europe,35.4,457000
Albania,1830,767,Europe,35.4,459000
Albania,1831,769,Europe,35.4,461000
Albania,1832,770,Europe,35.4,463000
Albania,1833,773,Europe,35.4,465000
Albania,1834,774,Europe,35.4,467000
Albania,1835,776,Europe,35.4,470000
Albania,1836,777,Europe,35.4,472000
Albania,1837,779,Europe,35.4,474000
Albania,1838,782,Europe,35.4,476000
Albania,1839,783,Europe,35.4,478000
Albania,1840,785,Europe,35.4,480000
Albania,1841,786,Europe,35.4,482000
Albania,1842,788,Europe,35.4,485000
Albania,1843,790,Europe,35.4,487000
Albania,1844,792,Europe,35.4,489000
Albania,1845,794,Europe,35.4,491000
Albania,1846,795,Europe,35.4,493000
Albania,1847,797,Europe,35.4,496000
Albania,1848,799,Europe,35.4,498000
Albania,1849,801,Europe,35.4,501000
Albania,1850,803,Europe,35.4,505000
Albania,1851,805,Europe,35.4,510000
Albania,1852,806,Europe,35.4,515000
Albania,1853,808,Europe,35.4,520000
Albania,1854,809,Europe,35.4,525000
Albania,1855,812,Europe,35.4,530000
Albania,1856,814,Europe,35.4,535000
Albania,1857,815,Europe,35.4,540000
Albania,1858,817,Europe,35.4,545000
Albania,1859,820,Europe,35.4,551000
Albania,1860,819,Europe,35.4,556000
Albania,1861,819,Europe,35.4,561000
Albania,1862,820,Europe,35.4,567000
Albania,1863,819,Europe,35.4,572000
Albania,1864,819,Europe,35.4,578000
Albania,1865,819,Europe,35.4,584000
Albania,1866,819,Europe,35.4,589000
Albania,1867,818,Europe,35.4,595000
Albania,1868,818,Europe,35.4,601000
Albania,1869,818,Europe,35.4,606000
Albania,1870,830,Europe,35.4,612000
Albania,1871,842,Europe,35.4,618000
Albania,1872,854,Europe,35.4,624000
Albania,1873,867,Europe,35.3,630000
Albania,1874,880,Europe,35.3,636000
Albania,1875,893,Europe,35.3,642000
Albania,1876,906,Europe,35.3,648000
Albania,1877,919,Europe,35.3,655000
Albania,1878,933,Europe,35.3,661000
Albania,1879,947,Europe,35.2,667000
Albania,1880,961,Europe,35.2,674000
Albania,1881,975,Europe,35.2,680000
Albania,1882,989,Europe,35.2,687000
Albania,1883,1000,Europe,35.2,693000
Albania,1884,1020,Europe,35.2,7.00E+05
Albania,1885,1030,Europe,35.1,707000
Albania,1886,1050,Europe,35.1,714000
Albania,1887,1060,Europe,35.1,720000
Albania,1888,1080,Europe,35.1,727000
Albania,1889,1100,Europe,35.1,735000
Albania,1890,1110,Europe,35.1,742000
Albania,1891,1130,Europe,35,749000
Albania,1892,1140,Europe,35,757000
Albania,1893,1160,Europe,35,764000
Albania,1894,1170,Europe,35,772000
Albania,1895,1190,Europe,35,780000
Albania,1896,1210,Europe,35,788000
Albania,1897,1220,Europe,35,795000
Albania,1898,1240,Europe,34.9,803000
Albania,1899,1260,Europe,34.9,811000
Albania,1900,1270,Europe,34.9,819000
Albania,1901,1290,Europe,34.9,826000
Albania,1902,1310,Europe,34.9,834000
Albania,1903,1320,Europe,34.9,842000
Albania,1904,1340,Europe,34.8,849000
Albania,1905,1360,Europe,34.8,857000
Albania,1906,1380,Europe,34.8,865000
Albania,1907,1390,Europe,34.8,873000
Albania,1908,1410,Europe,34.8,881000
Albania,1909,1430,Europe,34.8,888000
Albania,1910,1450,Europe,34.7,895000
Albania,1911,1470,Europe,34.7,901000
Albania,1912,1490,Europe,34.7,907000
Albania,1913,1500,Europe,34.7,913000
Albania,1914,1510,Europe,34.7,919000
Albania,1915,1530,Europe,34.7,926000
Albania,1916,1540,Europe,34.6,932000
Albania,1917,1550,Europe,19,938000
Albania,1918,1560,Europe,34.6,944000
Albania,1919,1580,Europe,34.6,949000
Albania,1920,1590,Europe,34.6,955000
Albania,1921,1600,Europe,34.6,960000
Albania,1922,1620,Europe,34.5,965000
Albania,1923,1630,Europe,34.5,970000
Albania,1924,1640,Europe,34.5,975000
Albania,1925,1660,Europe,34.5,980000
Albania,1926,1670,Europe,34.5,985000
Albania,1927,1680,Europe,34.5,990000
Albania,1928,1700,Europe,34.5,997000
Albania,1929,1700,Europe,35.3,1.00E+06
Albania,1930,1710,Europe,36.1,1010000
Albania,1931,1720,Europe,37,1020000
Albania,1932,1720,Europe,37.9,1030000
Albania,1933,1730,Europe,38.7,1040000
Albania,1934,1740,Europe,39.6,1050000
Albania,1935,1740,Europe,40.4,1060000
Albania,1936,1750,Europe,41.3,1080000
Albania,1937,1760,Europe,42.1,1090000
Albania,1938,1760,Europe,41.6,1100000
Albania,1939,1770,Europe,40.7,1110000
Albania,1940,1780,Europe,40.1,1120000
Albania,1941,1780,Europe,38.7,1140000
Albania,1942,1790,Europe,35.8,1150000
Albania,1943,1800,Europe,32.9,1160000
Albania,1944,1800,Europe,45.4,1180000
Albania,1945,1810,Europe,48.3,1190000
Albania,1946,1820,Europe,49.7,1210000
Albania,1947,1820,Europe,50.5,1220000
Albania,1948,1830,Europe,51.4,1240000
Albania,1949,1840,Europe,52.2,1260000
Albania,1950,1920,Europe,53.6,1290000
Albania,1951,1920,Europe,54.5,1320000
Albania,1952,2000,Europe,55.4,1350000
Albania,1953,2050,Europe,56.1,1380000
Albania,1954,2170,Europe,56.3,1420000
Albania,1955,2190,Europe,58,1460000
Albania,1956,2330,Europe,59.3,1500000
Albania,1957,2430,Europe,61,1540000
Albania,1958,2530,Europe,61.7,1590000
Albania,1959,2660,Europe,62.5,1640000
Albania,1960,2690,Europe,63.3,1690000
Albania,1961,2780,Europe,63.3,1740000
Albania,1962,2880,Europe,63.8,1790000
Albania,1963,2990,Europe,64.4,1840000
Albania,1964,3100,Europe,64.8,1900000
Albania,1965,3220,Europe,65.5,1950000
Albania,1966,3350,Europe,66.1,2.00E+06
Albania,1967,3480,Europe,66.5,2050000
Albania,1968,3600,Europe,67.1,2100000
Albania,1969,3740,Europe,67.8,2150000
Albania,1970,3900,Europe,68.3,2200000
Albania,1971,4060,Europe,68.8,2250000
Albania,1972,4270,Europe,69.3,2310000
Albania,1973,4300,Europe,69.8,2360000
Albania,1974,4320,Europe,70.2,2410000
Albania,1975,4340,Europe,70.7,2460000
Albania,1976,4370,Europe,71.1,2520000
Albania,1977,4400,Europe,71.7,2570000
Albania,1978,4430,Europe,71.3,2630000
Albania,1979,4470,Europe,71.3,2680000
Albania,1980,4500,Europe,71.3,2740000
Albania,1981,4530,Europe,71.4,2790000
Albania,1982,4570,Europe,71.2,2840000
